title,genre,country,production_company,runtime,release_date,overview,tagline,budget,revenue,popularity,vote_average,vote_count,poster_path,tmdb_id,imdb_id
The Da Vinci Code,Thriller,United States of America,Columbia Pictures,149,5/17/06,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",Seek the truth.,125000000,767820459,18.566706,6.5,2773,/5IqaT3fza0Y9vKazjGwDGsNuuS8.jpg,591,tt0382625
The Lone Ranger,Action,United States of America,Walt Disney Pictures,149,7/3/13,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",Never Take Off the Mask,255000000,89289910,12.729104,5.9,2361,/b4vil5ueYJNBNypHmo1tpuevh4z.jpg,57201,tt1210819
Lincoln,History,India,DreamWorks,149,11/9/12,"A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.","With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come.",65000000,275293450,10.680331,6.7,1456,/gkkiDu9srCCbCMxGKwNwKCxK7KF.jpg,72976,tt0443272
Inception,Action,United Kingdom,Legendary Pictures,148,7/14/10,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",Your mind is the scene of the crime.,160000000,825532764,29.108149,8.1,14075,/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg,27205,tt1375666
Spectre,Action,United Kingdom,Columbia Pictures,148,10/26/15,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",A Plan No One Escapes,245000000,880674609,24.926577,6.3,4552,/hE24GYddaxB9MVZl1CaiI86M3kp.jpg,206647,tt2379713
Into the Wild,Adventure,United States of America,Paramount Vantage,148,9/11/07,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",Into the heart. Into the soul.,15000000,56255142,15.423538,7.8,3139,/lHyYgaocXR6KcJLxVmxZDj115hH.jpg,5915,tt0758758
Inherent Vice,Comedy,United States of America,Ghoulardi Film Company,148,12/25/14,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.","Under the paving stones, the beach!",20000000,11110975,13.52638,6.5,852,/2fCg6FORkgRLpFIKlUg4gULIn1u.jpg,171274,tt1791528
Captain America: Civil War,Adventure,United States of America,Studio Babelsberg,147,4/27/16,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",Divided We Fall,250000000,1153304495,145.882135,7.1,7462,/kSBXou5Ac7vEqKd97wotJumyJvU.jpg,271110,tt3498820
Straight Outta Compton,Drama,United States of America,New Line Cinema,147,8/13/15,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",The Story of N.W.A.,28000000,201634991,21.183077,7.7,1381,/X7S1RtotXOZNV7OlgCfh5VKZSB.jpg,277216,tt1398426
Mulholland Drive,Thriller,France,Asymmetrical Productions,147,5/16/01,"After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",An actress longing to be a star. A woman searching for herself. Both worlds will collide... on Mulholland Drive.,15000000,20117339,18.184056,7.7,1517,/oKyY4TFaLjQTgyX8oRde82GinOw.jpg,1018,tt0166924
Perfume: The Story of a Murderer,Crime,Spain,Davis-Films,147,9/13/06,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",Based on the best-selling novel,50000000,132180323,10.297304,7.1,1198,/zC9JHS6NlkJKPYFxOOqBl7fQCjT.jpg,1427,tt0396171
Traffic,Thriller,Germany,USA Films,147,12/27/00,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",No one gets away clean,48000000,207515725,8.338222,6.9,573,/9qPLd5hdXIlrAyknVWK38eZyUMo.jpg,1900,tt0181865
Bad Boys II,Adventure,United States of America,Columbia Pictures Corporation,147,7/18/03,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.","If you can't stand the heat, get out of Miami.",130000000,273339556,8.191436,6.3,1588,/680X9apSqmAcebLg8evnnUeQNeI.jpg,8961,tt0172156
The Hunger Games: Catching Fire,Adventure,United States of America,Lionsgate,146,11/15/13,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",Every revolution begins with a spark.,130000000,847423452,25.309139,7.4,6656,/Hn0KgefVEp0GkdTexS6gfKTMfi.jpg,101299,tt1951264
Harry Potter and the Deathly Hallows: Part 1,Adventure,United Kingdom,Warner Bros.,146,10/17/10,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",One Way… One Fate… One Hero.,250000000,954305868,23.300362,7.5,5708,/maP4MTfPCeVD2FZbKTLUgriOW4R.jpg,12444,tt0926084
A Cure for Wellness,Mystery,Germany,Studio Babelsberg,146,2/15/17,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem.",There is a Cure,40000000,26559557,13.28436,6,939,/byeTgTgG7M1RN2c7njWWIkSkNig.jpg,340837,tt4731136
A.I. Artificial Intelligence,Drama,United States of America,DreamWorks SKG,146,6/29/01,"A robotic boy, the first programmed to love, David is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin.","David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",100000000,235926552,13.249364,6.8,2011,/wnUAcUrMRGPPZUDroLeZhSjLkuu.jpg,644,tt0212720
Funny People,Comedy,United States of America,Columbia Pictures,146,7/31/09,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.","George Simmons was prepared to die, but then a funny thing happened.",75000000,61458982,9.900376,5.6,398,/uWgcmAIfYURUHJGhY4Rq1IXcJIg.jpg,20829,tt1201167
Man on Fire,Action,United Kingdom,Regency Enterprises,146,4/23/04,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.","Creasy's art is death, and he is about to paint his masterpiece.",70000000,130293714,9.635691,7.3,1583,/qAbRLPe8T7ehKzr1Tgo78T7ASrS.jpg,9509,tt0328107
War Horse,Drama,United States of America,DreamWorks SKG,146,12/25/11,"Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",Separated by War. Tested by Battle. Bound by Friendship.,66000000,177584879,8.166363,7,1016,/6wMoQyJddEiLCzLUHiX7LNWhDol.jpg,57212,tt1568911
The Help,Drama,India,DreamWorks SKG,146,8/9/11,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",Change begins with a whisper.,25000000,124272124,7.486118,7.9,1966,/6u85CuvnbrzWMhKbGk4Bm5RnO3V.jpg,50014,tt1454029
Sex and the City 2,Comedy,United States of America,New Line Cinema,146,5/26/10,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",Carrie on.,100000000,288347692,7.255991,5.5,434,/pU8sKmxS5NorwjQc4OzW0zsoggA.jpg,37786,tt1261945
Gone Girl,Mystery,United States of America,Twentieth Century Fox Film Corporation,145,10/1/14,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",You don't know what you've got 'til it's...,61000000,369330363,154.801009,7.9,6023,/gdiLTof3rbPDAmPaCf4g6op46bj.jpg,210577,tt2267998
Minority Report,Action,United States of America,DreamWorks SKG,145,6/20/02,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",The system is perfect until it comes after you.,102000000,358372926,20.666063,7.1,2663,/h3lpltSn7Rj1eYTPQO1lYGdw4Bz.jpg,180,tt0181689
